Electric driving range,oldcartype,Age,Gender,Oneway_commute_dist,Long_trip_num,Safety,Refuelling/Recharging costs,Environmental impacts,Reliability,Electric driving range.1,Convenience of charging,Household_income,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Public charging,Second_vehicle,"Lease (1 lease, 0 other)",Discontinuance (inc. purchased lease) 2
0.25259515570934254,0.0,0.5967741935483871,0.0,0.006091752696320757,0.0,0.75,1.0,1.0,1.0,0.75,1.0,0.3,0.0,0.3333333333333333,0.6666666666666666,0.12280701754385964,1.0,1.0
0.058823529411764705,1.0,0.27419354838709675,0.0,0.010579514486607478,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.3,0.5,0.6666666666666666,0.0,0.11403508771929824,1.0,1.0
0.2629757785467128,0.0,0.5967741935483871,0.0,0.01086056420731432,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.3,1.0,0.0,0.0,0.12280701754385964,1.0,0.0
0.8996539792387543,0.0,0.5967741935483871,0.0,0.02027572985099346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,0.0,0.19298245614035087,1.0,0.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.018448906666399,0.0,1.0,0.25,0.5,0.75,0.25,0.25,0.3,0.0,0.3333333333333333,0.13333333333333333,0.043859649122807015,1.0,1.0
0.0,1.0,0.9193548387096774,0.0,0.0030965656727878627,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.0,0.0,0.12280701754385964,0.0,1.0
0.25259515570934254,0.0,0.43548387096774194,1.0,0.0025043537612984496,0.0,0.75,1.0,1.0,0.0,0.0,0.25,0.4,1.0,0.0,0.6666666666666666,0.3157894736842105,0.0,0.0
0.3460207612456747,0.0,0.27419354838709675,1.0,0.008712541341912041,0.0,1.0,0.75,1.0,1.0,0.5,0.75,0.4,1.0,0.0,0.0,0.16666666666666666,1.0,0.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.0037490025244287413,0.0,1.0,0.5,1.0,1.0,0.25,1.0,0.1,1.0,0.13333333333333333,0.6666666666666666,0.10526315789473684,1.0,1.0
0.031141868512110725,1.0,0.5967741935483871,1.0,0.0006725118316913672,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0.6,0.0,0.6666666666666666,0.0,0.12280701754385964,1.0,1.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.003508102763822878,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.1,0.0,0.13333333333333333,0.13333333333333333,0.10526315789473684,1.0,1.0
0.2629757785467128,0.0,0.5967741935483871,0.0,0.011011126557692983,0.0,0.5,0.25,0.75,0.0,0.25,0.25,0.2,0.5,0.19999999999999998,0.5333333333333333,0.05263157894736842,1.0,1.0
0.031141868512110725,1.0,0.27419354838709675,1.0,0.003036340732636397,0.0,0.25,1.0,0.5,0.5,0.25,0.25,0.3,0.0,0.26666666666666666,0.0,0.10701754385964912,0.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.007226992818175887,0.0,0.75,0.25,1.0,1.0,0.25,0.25,0.5,0.0,0.6666666666666666,0.0,0.12280701754385964,0.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.019889286485021557,0.0,1.0,0.75,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.0,0.13157894736842105,1.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.005139194892925076,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.4,1.0,0.0,1.0,0.06140350877192982,0.0,0.0
0.2422145328719723,1.0,0.11290322580645161,0.0,0.006950961842481669,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.0,0.0,0.6666666666666666,0.13157894736842105,1.0,0.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.006519349771396165,0.0,1.0,1.0,0.75,1.0,0.25,0.75,0.3,1.0,0.0,0.6666666666666666,0.06140350877192982,1.0,0.0
0.1453287197231834,1.0,1.0,0.0,0.0029610595574470645,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.0,0.0,0.14035087719298245,1.0,0.0
0.25259515570934254,0.0,0.27419354838709675,1.0,0.010805358012175477,0.0,0.5,0.75,1.0,1.0,0.75,0.25,0.3,1.0,0.0,0.0,0.1701754385964912,1.0,1.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.0009736365324486958,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.1,1.0,0.13333333333333333,1.0,0.07017543859649122,1.0,1.0
0.8996539792387543,0.0,0.7580645161290323,0.0,0.012707462371959268,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.6,1.0,0.0,0.0,0.7280701754385965,0.0,0.0
0.2422145328719723,0.0,0.43548387096774194,1.0,0.016772645832183207,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,0.0,1.0,0.06140350877192982,0.0,0.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.008416435386167334,0.0,1.0,0.75,0.5,0.5,0.25,0.75,0.3,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.7580645161290323,0.0,0.001144273862877849,0.0,0.5,1.0,0.5,1.0,0.75,0.25,1.0,1.0,0.3333333333333333,0.6666666666666666,0.03508771929824561,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.0051241386578872086,0.0,0.25,0.5,0.75,0.75,0.0,0.25,0.2,0.0,0.0,0.6666666666666666,0.11403508771929824,1.0,0.0
0.31833910034602075,0.0,1.0,0.0,0.003332446688381103,0.0,1.0,1.0,1.0,0.75,0.25,0.75,0.2,1.0,0.0,0.0,0.21052631578947367,1.0,0.0
0.1453287197231834,1.0,0.7580645161290323,1.0,0.049013063793267864,0.0,0.25,0.25,0.5,0.25,0.0,0.25,0.22000000000000003,0.5,0.19999999999999998,0.06666666666666667,0.12280701754385964,1.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.01044400837126668,0.0,0.75,0.75,1.0,1.0,0.0,0.5,0.3,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.2422145328719723,1.0,0.27419354838709675,0.0,0.006825493217166115,0.0,1.0,0.75,1.0,1.0,0.75,0.75,0.3,1.0,0.0,0.0,0.07017543859649122,1.0,1.0
0.1972318339100346,0.0,0.5967741935483871,0.0,0.00405012722518607,0.0,0.75,1.0,0.75,0.5,0.5,0.75,0.2,0.5,0.6666666666666666,0.0,0.9385964912280702,1.0,0.0
0.25259515570934254,0.0,0.43548387096774194,1.0,0.01488559770743728,0.0,1.0,0.75,1.0,0.75,0.75,0.75,0.5,1.0,0.0,0.0,0.16842105263157894,1.0,1.0
0.1453287197231834,1.0,0.27419354838709675,0.0,0.006072681465272794,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.3,1.0,0.0,0.6666666666666666,0.956140350877193,1.0,0.0
0.1972318339100346,0.0,0.7580645161290323,0.0,0.00999734006514331,0.0,1.0,1.0,0.5,1.0,0.25,0.25,0.4,1.0,0.3333333333333333,0.26666666666666666,0.12280701754385964,1.0,1.0
0.1453287197231834,1.0,0.5967741935483871,0.0,0.00959584046413354,0.0,0.75,1.0,1.0,0.75,0.25,0.5,0.4,1.0,0.0,0.6666666666666666,0.07017543859649122,1.0,0.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.016436389916337522,0.0,0.5,0.25,0.75,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.0,0.017543859649122806,0.0,0.0
0.031141868512110725,1.0,0.5967741935483871,0.0,0.020506592121574078,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.2,1.0,0.26666666666666666,0.13333333333333333,0.12280701754385964,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,1.0,0.015994740355226772,0.0,1.0,0.75,1.0,1.0,0.25,0.25,0.2,0.5,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.11290322580645161,1.0,0.0006775305767039893,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.1,0.0,0.3333333333333333,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.43548387096774194,1.0,0.011914500659964968,0.0,1.0,1.0,0.75,0.75,0.75,0.75,0.2,0.0,0.6666666666666666,0.6666666666666666,0.12280701754385964,0.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.005665159370247875,0.0,1.0,1.0,1.0,0.25,0.0,0.5,0.3,0.5,0.6666666666666666,0.6666666666666666,0.3157894736842105,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.006313581225878657,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.5,0.6666666666666666,0.0,0.11403508771929824,0.0,0.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.0010188052375622954,0.0,0.75,1.0,0.75,1.0,0.75,0.5,0.6,0.5,0.6666666666666666,0.0,1.0,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.016938264417599734,0.0,1.0,1.0,0.5,1.0,0.25,0.25,0.3,1.0,0.0,1.0,0.14035087719298245,0.0,0.0
0.8996539792387543,0.0,0.43548387096774194,1.0,0.0039547710699462495,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,0.0,0.0,0.07017543859649122,0.0,0.0
0.031141868512110725,1.0,0.6612903225806451,0.0,0.010515274550445914,0.0,0.7,1.0,0.8999999999999999,0.6,0.44999999999999996,0.44999999999999996,0.33999999999999997,0.5,0.13333333333333333,0.0,0.11403508771929824,0.0,1.0
0.2422145328719723,1.0,0.43548387096774194,0.0,0.0015909421690012198,0.0,1.0,1.0,1.0,0.75,0.75,0.75,0.3,0.5,0.0,0.0,0.9298245614035088,1.0,0.0
0.1453287197231834,1.0,0.7580645161290323,0.0,0.026679648487099316,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.3,0.5,0.3333333333333333,0.0,0.24561403508771928,0.0,0.0
0.04844290657439446,1.0,0.5967741935483871,0.0,0.02193693445017139,0.0,1.0,0.75,0.5,1.0,0.25,0.75,0.4,1.0,0.0,0.0,0.3508771929824561,0.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.016160358940643306,0.0,0.75,0.75,0.75,1.0,0.25,0.75,0.3,1.0,0.6666666666666666,0.0,0.20175438596491227,1.0,0.0
0.2629757785467128,0.0,0.5967741935483871,0.0,0.0015708671889507312,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.0,0.3333333333333333,0.0,0.2807017543859649,1.0,1.0
0.2422145328719723,0.0,0.7580645161290323,0.0,9.033741022719859e-05,0.0,0.5,1.0,0.5,0.5,0.25,0.5,1.0,1.0,0.13333333333333333,0.3333333333333333,0.05263157894736842,0.0,1.0
0.0,1.0,0.5967741935483871,1.0,0.002577627438482733,0.0,0.25,1.0,0.75,1.0,0.0,0.0,0.2,0.5,0.0,0.0,0.3508771929824561,0.0,1.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.006639799651699097,0.0,0.25,1.0,0.75,1.0,0.25,1.0,0.3,1.0,0.0,0.6666666666666666,0.7719298245614035,1.0,0.0
0.2629757785467128,0.0,0.7580645161290323,0.0,0.010694945621897788,0.0,0.75,1.0,1.0,1.0,0.25,1.0,0.1,1.0,0.6666666666666666,0.0,0.8333333333333334,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,1.0,0.0014504173086477997,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.3,1.0,0.3333333333333333,0.0,0.07017543859649122,1.0,0.0
0.2422145328719723,1.0,0.5967741935483871,0.0,0.007176805368049665,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.6,1.0,0.3333333333333333,0.0,0.24561403508771928,1.0,0.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.0034177653535956798,0.0,0.25,1.0,0.75,1.0,0.0,0.75,0.8,0.0,0.3333333333333333,1.0,0.12280701754385964,1.0,0.0
0.31833910034602075,0.0,0.5967741935483871,0.0,0.01783160102984648,0.0,0.25,1.0,0.75,1.0,0.25,1.0,0.8,1.0,0.0,0.6666666666666666,0.7719298245614035,1.0,0.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.004958520072470677,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.031141868512110725,1.0,0.27419354838709675,0.0,0.014860503982374167,0.0,1.0,1.0,0.5,0.75,0.0,0.75,0.3,0.0,0.3333333333333333,0.3333333333333333,0.12280701754385964,1.0,1.0
0.1453287197231834,1.0,0.27419354838709675,0.0,0.014925747667538255,0.02,1.0,1.0,1.0,1.0,0.75,1.0,0.2,0.5,0.0,0.3333333333333333,0.15789473684210525,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.0028054784620557783,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3,1.0,0.0,0.0,0.3157894736842105,1.0,0.0
0.2422145328719723,1.0,0.11290322580645161,0.0,0.0021329666303644113,0.0,1.0,0.5,0.5,1.0,0.75,1.0,0.3,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.031141868512110725,1.0,0.5967741935483871,1.0,0.0029309470873713317,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.5,0.5,0.3333333333333333,0.3333333333333333,0.05263157894736842,1.0,1.0
0.3460207612456747,0.0,0.7580645161290323,0.0,0.014740054102071238,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.2,1.0,0.0,0.0,0.07017543859649122,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.008389334163099177,0.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3,0.5,0.0,0.0,0.05263157894736842,1.0,1.0
0.8996539792387543,0.0,0.5967741935483871,0.0,0.007006168037620512,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.0,0.0,0.03508771929824561,1.0,1.0
1.0,0.0,0.5967741935483871,0.0,0.0038242836996180735,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,0.19999999999999998,0.1263157894736842,0.0,1.0
0.2629757785467128,0.0,0.5967741935483871,0.0,0.005651106884212533,0.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.6929824561403509,1.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.004772826507003659,0.0,0.25,1.0,1.0,1.0,0.0,0.25,0.2,1.0,0.0,0.0,0.16666666666666666,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.0022483977656547202,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.3,1.0,0.6666666666666666,0.0,0.2719298245614035,1.0,0.0
0.8996539792387543,0.0,0.43548387096774194,0.0,0.010740114327011387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.12280701754385964,0.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.6,0.0031969405730403054,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.5,0.0,0.0,0.2719298245614035,1.0,1.0
0.25259515570934254,0.0,0.7580645161290323,1.0,0.0077790547695643225,0.0,0.75,1.0,1.0,1.0,0.5,0.25,0.5,1.0,0.3333333333333333,0.3333333333333333,0.11403508771929824,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.00791456088490512,0.0,0.75,1.0,1.0,0.5,0.25,0.5,0.1,1.0,0.0,0.0,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.9193548387096774,1.0,0.007166767878024421,0.0,0.25,1.0,0.75,0.25,0.5,1.0,0.1,0.0,0.4666666666666666,0.4666666666666666,0.16842105263157894,1.0,1.0
0.01730103806228374,1.0,0.7580645161290323,1.0,0.0038945461297947835,0.0,0.75,1.0,0.75,0.75,0.25,0.25,0.0,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.7580645161290323,0.0,0.006408937381118477,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.2,0.5,0.0,0.0,0.16666666666666666,1.0,1.0
0.031141868512110725,1.0,0.5967741935483871,0.0,0.012120269205482476,0.0,0.75,0.25,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.24561403508771928,1.0,0.0
0.25259515570934254,0.0,0.11290322580645161,0.0,0.0005620994414136801,0.0,1.0,0.75,1.0,1.0,0.75,0.5,0.1,0.5,0.0,0.6666666666666666,0.8333333333333334,1.0,0.0
0.2629757785467128,0.0,0.3709677419354839,0.4,0.012059040516328489,0.0,0.65,0.8999999999999999,1.0,0.75,0.30000000000000004,0.44999999999999996,0.4,0.0,0.3333333333333333,0.6666666666666666,0.12280701754385964,1.0,1.0
0.8996539792387543,0.0,0.27419354838709675,0.0,0.0014203048385720667,0.0,1.0,0.5,0.5,0.25,0.25,0.25,0.2,0.0,0.0,1.0,0.1543859649122807,1.0,1.0
0.2422145328719723,0.0,0.9193548387096774,0.0,0.0035181402538481225,0.0,0.5,1.0,0.5,0.25,0.0,0.75,0.6,1.0,0.4666666666666666,0.3333333333333333,0.12280701754385964,0.0,1.0
0.25259515570934254,0.0,0.7580645161290323,1.0,0.013751361334584673,0.0,1.0,1.0,0.75,1.0,0.25,0.75,0.3,0.5,0.0,0.0,0.12280701754385964,0.0,0.0
0.31833910034602075,0.0,0.9193548387096774,0.0,0.0016260733840895746,0.0,1.0,1.0,1.0,0.75,0.25,0.5,0.3,1.0,0.0,0.6666666666666666,0.14035087719298245,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.015046197547841188,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,0.6666666666666666,1.0,0.11403508771929824,0.0,0.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.006760249532002027,0.0,0.75,0.75,1.0,1.0,1.0,0.75,0.27999999999999997,0.5,0.0,0.0,0.14035087719298245,1.0,1.0
0.08996539792387544,1.0,0.5967741935483871,1.0,0.0011392551178652267,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.6666666666666666,0.9385964912280702,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.004275970750754066,0.0,0.75,1.0,0.75,1.0,0.5,0.75,1.0,1.0,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,1.0,0.0010489177076380282,0.0,0.75,1.0,1.0,0.25,0.0,1.0,0.3,0.0,0.3333333333333333,0.0,0.11403508771929824,1.0,0.0
0.8996539792387543,0.0,0.5967741935483871,1.0,0.0011693675879409595,0.0,1.0,1.0,1.0,0.75,0.75,0.75,0.5,1.0,0.0,0.0,0.10526315789473684,1.0,1.0
0.8235294117647058,0.0,0.43548387096774194,1.0,0.003969827304984116,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.4,1.0,0.6666666666666666,1.0,0.8947368421052632,0.0,0.0
0.2629757785467128,0.0,0.43548387096774194,0.0,0.012426412651252427,0.0,1.0,1.0,0.75,1.0,0.0,1.0,0.2,1.0,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.24567474048442905,0.0,0.5967741935483871,0.0,0.012888137192413666,0.0,0.75,0.25,0.5,0.25,0.25,0.0,0.3,0.0,0.0,1.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.11290322580645161,1.0,0.0016612045991779296,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.0,0.39999999999999997,0.13333333333333333,0.13157894736842105,1.0,1.0
0.1453287197231834,1.0,0.7580645161290323,0.0,0.015462753383888824,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.3,1.0,0.0,0.0,0.17543859649122806,1.0,1.0
0.17647058823529413,0.0,0.9193548387096774,0.0,0.006820474472153493,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.06140350877192982,1.0,0.0
0.1453287197231834,1.0,0.5967741935483871,0.0,0.002464203801197473,0.01,0.75,1.0,1.0,0.5,0.75,0.75,0.5,1.0,0.0,0.0,0.13157894736842105,1.0,0.0
0.25259515570934254,0.0,0.11290322580645161,0.0,0.0015758859339633532,0.0,1.0,1.0,0.75,1.0,0.25,0.75,0.2,0.0,0.3333333333333333,1.0,0.11403508771929824,1.0,0.0
0.7854671280276817,0.0,0.43548387096774194,0.0,0.0178817884799727,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.4,0.0,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.7580645161290323,1.0,0.007181824113062288,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.3508771929824561,1.0,0.0
0.1453287197231834,1.0,0.9193548387096774,0.0,0.0008782803772088752,0.0,0.5,1.0,0.75,0.75,0.25,0.25,0.3,0.5,0.4666666666666666,0.19999999999999998,0.16666666666666666,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,1.0,0.0021781353354780103,0.0,1.0,0.75,1.0,0.75,0.25,0.75,0.2,1.0,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0
1.0,0.0,0.5967741935483871,0.0,0.004600181678569457,0.0,1.0,1.0,1.0,0.75,0.25,0.25,0.2,0.0,0.06666666666666667,0.26666666666666666,0.1456140350877193,0.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.012717499861984512,0.0,0.75,0.5,0.75,0.75,0.75,0.75,0.3,0.5,0.3333333333333333,0.3333333333333333,0.12280701754385964,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.009083928472846082,0.0,0.5,0.5,0.5,0.5,0.0,0.75,0.3,1.0,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.5967741935483871,1.0,0.0010740114327011387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.0,0.0,0.15789473684210525,1.0,0.0
0.0,1.0,0.7580645161290323,1.0,0.0008431491621205201,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0.26,0.5,0.0,0.26666666666666666,0.12280701754385964,0.0,1.0
0.2629757785467128,0.0,0.43548387096774194,1.0,0.011071351497844448,0.0,0.5,1.0,1.0,0.25,0.5,0.5,0.2,0.5,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.009927077634966601,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.27419354838709675,0.0,0.0032993229712977973,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.0,0.0,0.6666666666666666,0.0,0.4403508771929825,1.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.011221913848223113,0.0,0.75,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.5967741935483871,1.0,0.012607087471706826,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.2,1.0,0.0,0.0,0.3508771929824561,1.0,0.0
0.8996539792387543,0.0,0.9193548387096774,0.0,0.001505623503786643,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,0.0,0.6666666666666666,0.12280701754385964,0.0,0.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.01736987648868524,0.0,0.75,0.5,0.5,0.25,0.0,0.5,0.2,0.5,0.3333333333333333,0.6666666666666666,0.15789473684210525,1.0,0.0
0.0,1.0,0.43548387096774194,0.0,0.002705103561803335,0.0,0.75,0.5,1.0,0.75,0.25,1.0,0.6,0.5,0.0,0.0,0.12280701754385964,0.0,0.0
0.25259515570934254,0.0,0.27419354838709675,1.0,0.006544443496459275,0.0,0.75,1.0,0.5,1.0,0.75,0.75,0.5,0.5,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.24567474048442905,0.0,0.9193548387096774,0.0,0.006895755647342826,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.0,1.0,0.13333333333333333,0.26666666666666666,0.3157894736842105,1.0,1.0
0.8996539792387543,0.0,0.9193548387096774,0.0,0.020622023256864387,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,1.0,0.17543859649122806,0.0,0.0
0.031141868512110725,1.0,0.43548387096774194,1.0,0.017133995473092,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.1,0.5,0.6666666666666666,0.0,0.13157894736842105,1.0,1.0
0.0,1.0,0.5967741935483871,1.0,0.0008431491621205201,0.0,1.0,0.75,0.25,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3157894736842105,1.0,0.0
0.7854671280276817,0.0,0.27419354838709675,0.0,0.02673485468223816,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.2,1.0,0.3333333333333333,0.0,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.04542466110924302,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.15789473684210525,1.0,0.0
0.1972318339100346,0.0,0.9193548387096774,0.0,0.003869452404731673,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.3,1.0,0.0,0.0,0.3157894736842105,1.0,0.0
0.24567474048442905,0.0,0.7580645161290323,1.0,0.0016260733840895746,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.5,0.0,0.0,0.14035087719298245,1.0,0.0
