Electric driving range,oldcartype,Age,Gender,Oneway_commute_dist,Long_trip_num,Safety,Refuelling/Recharging costs,Environmental impacts,Reliability,Electric driving range.1,Convenience of charging,Household_income,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Public charging,Second_vehicle,"Lease (1 lease, 0 other)",Discontinuance (inc. purchased lease) 2
0.25259515570934254,0.0,0.7580645161290323,0.0,0.09463185684951599,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.3,1.0,0.3333333333333333,0.3333333333333333,0.12280701754385964,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,1.0,0.05145203872103257,0.0,0.75,0.25,0.25,1.0,0.25,0.25,0.7,0.0,0.3333333333333333,1.0,0.3508771929824561,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,1.0,0.09233206218832504,0.0,1.0,0.5,0.25,1.0,0.5,0.5,0.3,0.5,0.0,1.0,0.06140350877192982,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.1884423584628924,0.0,0.75,0.75,1.0,0.75,0.25,0.75,0.9,0.0,0.6666666666666666,1.0,0.19298245614035087,1.0,0.0
0.0,1.0,0.7580645161290323,1.0,0.09832795541214431,0.0,0.8500000000000001,0.95,0.8999999999999999,0.95,0.44999999999999996,0.55,0.27999999999999997,0.5,0.19999999999999998,0.13333333333333333,0.2807017543859649,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.10354942798474626,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,1.0,0.0,0.0,0.12280701754385964,1.0,0.0
0.031141868512110725,1.0,0.27419354838709675,0.0,0.045233206218832506,0.0,1.0,0.75,1.0,1.0,0.75,1.0,0.4,0.5,0.0,0.6666666666666666,0.12280701754385964,1.0,0.0
0.2629757785467128,0.0,0.9193548387096774,0.0,0.020885890290407747,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.2,0.5,0.19999999999999998,0.3333333333333333,0.21052631578947367,1.0,1.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.17694338515693753,0.0,0.75,1.0,0.75,0.75,0.25,0.75,0.3,1.0,0.3333333333333333,0.0,0.20175438596491227,0.0,0.0
0.031141868512110725,1.0,0.27419354838709675,1.0,0.037782340862423,0.06,0.75,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.6666666666666666,0.0,0.24561403508771928,1.0,0.0
0.25259515570934254,0.0,0.9193548387096774,1.0,0.06817248459958933,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.07017543859649122,1.0,0.0
0.2422145328719723,0.0,0.7580645161290323,1.0,0.011440305074801994,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,0.0,0.14912280701754385,1.0,0.0
0.2422145328719723,1.0,0.11290322580645161,0.0,0.024640657084188916,0.0,1.0,0.5,0.5,1.0,0.75,1.0,0.3,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.24898797301261372,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.3,0.5,0.6666666666666666,0.0,0.05263157894736842,0.0,0.0
0.0,1.0,0.5967741935483871,0.0,0.031974185978292755,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.2,0.5,0.3333333333333333,0.3333333333333333,0.12280701754385964,1.0,0.0
0.2629757785467128,0.0,0.43548387096774194,0.0,0.1224992666471106,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.5,0.5,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.22491349480968859,0.0,0.5967741935483871,1.0,0.03361689645057202,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.3,1.0,0.19999999999999998,0.5333333333333333,0.07017543859649122,1.0,1.0
0.31833910034602075,0.0,0.7580645161290323,0.0,0.12813141683778234,0.0,0.25,0.25,0.75,0.25,0.25,0.25,0.4,1.0,0.26666666666666666,0.4666666666666666,0.3508771929824561,0.0,1.0
0.7854671280276817,0.0,0.27419354838709675,0.0,0.3122323261953653,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.2,1.0,0.3333333333333333,0.0,0.12280701754385964,1.0,0.0
0.2422145328719723,1.0,0.5967741935483871,1.0,0.01267233792901144,0.0,1.0,0.75,1.0,1.0,0.0,0.75,0.8,1.0,0.26666666666666666,0.3333333333333333,0.05263157894736842,0.0,1.0
0.25259515570934254,0.0,0.43548387096774194,1.0,0.1371663244353183,0.0,1.0,0.75,1.0,0.75,0.25,0.75,0.4,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.0,1.0,0.27419354838709675,1.0,0.19618656497506604,0.0,1.0,0.25,0.5,0.75,0.25,0.75,0.3,0.5,0.0,0.0,0.7719298245614035,1.0,0.0
0.25259515570934254,0.0,0.9193548387096774,0.0,0.14672924611322968,0.0,0.5,1.0,0.75,0.75,0.0,0.75,0.26,1.0,0.0,0.0,0.12280701754385964,1.0,1.0
0.8996539792387543,0.0,0.7580645161290323,1.0,0.09429158110882957,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.3,1.0,0.0,0.0,0.13157894736842105,0.0,1.0
0.25259515570934254,0.0,0.27419354838709675,1.0,0.08553828102082722,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.3157894736842105,0.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.07761806981519508,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.3,0.0,0.3333333333333333,0.0,0.12280701754385964,1.0,0.0
0.7854671280276817,0.0,0.27419354838709675,1.0,0.10061601642710472,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.3,0.5,0.0,0.0,0.14035087719298245,1.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.060228806101496044,0.0,0.8999999999999999,0.8500000000000001,1.0,0.95,0.35,0.5,0.18,0.5,0.0,0.6666666666666666,0.03508771929824561,1.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.19043707832208862,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.05263157894736842,1.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.23220885890290413,0.0,1.0,0.75,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.0,0.13157894736842105,1.0,0.0
1.0,0.0,0.9193548387096774,0.0,0.016251100029334116,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.0,0.13333333333333333,0.13333333333333333,0.08771929824561403,0.0,1.0
0.1453287197231834,1.0,0.9193548387096774,1.0,0.004400117336462306,0.0,1.0,1.0,1.0,0.75,0.75,1.0,0.2,0.5,0.0,0.0,0.07017543859649122,1.0,0.0
0.1453287197231834,1.0,0.27419354838709675,1.0,0.015957758873569962,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.0,0.4666666666666666,0.13333333333333333,0.4421052631578947,1.0,1.0
0.2422145328719723,0.0,0.43548387096774194,0.0,0.03877970079202112,0.0,1.0,1.0,0.5,0.75,0.75,0.75,0.4,0.5,0.3333333333333333,0.6666666666666666,0.21052631578947367,1.0,1.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.07896743913171018,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,0.0,0.7456140350877193,1.0,0.0
0.2629757785467128,0.0,0.43548387096774194,0.0,0.07374596655910826,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.6,1.0,0.0,0.0,0.06140350877192982,1.0,0.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.04659430918157818,0.0,0.8500000000000001,0.8,0.8999999999999999,0.8999999999999999,0.2,0.44999999999999996,0.22000000000000003,0.5,0.5333333333333333,0.13333333333333333,0.06140350877192982,0.0,1.0
0.2422145328719723,1.0,0.43548387096774194,0.0,0.2335582282194192,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.6666666666666666,0.0,0.12280701754385964,0.0,0.0
0.25259515570934254,0.0,0.7580645161290323,0.0,0.059782927544734535,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.4,1.0,0.0,1.0,0.06140350877192982,0.0,0.0
0.25259515570934254,0.0,0.5967741935483871,0.0,0.07617483132883544,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.5,0.6666666666666666,0.0,0.12280701754385964,1.0,1.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.08383690231739514,0.0,0.75,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.6666666666666666,0.0,0.12280701754385964,1.0,1.0
0.031141868512110725,1.0,0.5967741935483871,1.0,0.014021707245526547,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.32,0.5,0.26666666666666666,0.06666666666666667,0.12280701754385964,1.0,1.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.048694631856849524,0.0,0.25,0.75,0.75,0.25,0.25,0.75,1.0,0.5,0.6666666666666666,0.0,0.05263157894736842,1.0,0.0
0.25259515570934254,0.0,1.0,1.0,0.004576122029920799,0.0,1.0,0.75,1.0,1.0,0.25,0.25,0.36,0.5,0.39999999999999997,0.26666666666666666,0.12280701754385964,0.0,1.0
0.2422145328719723,0.0,0.7580645161290323,0.0,0.029979466119096514,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.0,0.0,0.3157894736842105,1.0,0.0
0.1453287197231834,1.0,0.9193548387096774,0.0,0.1430918157817542,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.3,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.9193548387096774,0.0,0.11792314461718979,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.3,1.0,0.0,0.0,0.21052631578947367,0.0,0.0
0.8996539792387543,0.0,0.5967741935483871,1.0,0.03156350836022294,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.1,1.0,0.0,0.0,0.14035087719298245,1.0,0.0
0.1453287197231834,1.0,0.27419354838709675,0.0,0.04212378996773247,0.0,0.75,1.0,1.0,0.75,1.0,1.0,0.2,0.5,0.3333333333333333,0.6666666666666666,0.9210526315789473,1.0,1.0
0.2422145328719723,1.0,0.43548387096774194,1.0,0.07139923731299502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.13157894736842105,1.0,1.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.057670871223232625,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.6666666666666666,0.0,0.12280701754385964,1.0,0.0
0.1453287197231834,1.0,0.43548387096774194,0.0,0.030448811968319153,0.0,0.5,0.75,0.5,1.0,0.25,0.5,0.3,1.0,0.6666666666666666,0.0,0.9122807017543859,1.0,0.0
0.01730103806228374,1.0,0.43548387096774194,1.0,0.006981519507186859,0.0,1.0,1.0,0.75,1.0,0.5,1.0,0.8,1.0,0.0,0.0,0.20175438596491227,1.0,0.0
0.25259515570934254,0.0,0.27419354838709675,0.0,0.11193898503960105,0.0,0.5,0.75,0.75,0.5,0.25,0.75,0.5,0.5,0.3333333333333333,0.0,0.11403508771929824,1.0,0.0
0.0,1.0,0.5967741935483871,0.0,0.06019360516280436,0.0,0.75,1.0,1.0,0.75,0.0,0.25,0.1,0.5,0.19999999999999998,0.19999999999999998,0.13157894736842105,1.0,1.0
0.031141868512110725,1.0,0.43548387096774194,0.0,0.16210032267527136,0.12,1.0,1.0,1.0,0.5,0.75,0.5,0.2,0.5,0.0,0.0,0.12280701754385964,1.0,0.0
0.25259515570934254,0.0,0.43548387096774194,0.0,0.07351129363449693,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.5,0.6666666666666666,0.0,0.11403508771929824,0.0,0.0
0.04844290657439446,1.0,0.43548387096774194,0.0,0.06867703138750368,0.0,0.75,0.75,0.5,1.0,0.5,0.5,0.2,1.0,0.6666666666666666,0.0,0.14035087719298245,0.0,1.0
0.1453287197231834,1.0,0.5967741935483871,0.0,0.1599295981226166,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.5,0.3333333333333333,0.0,0.12280701754385964,1.0,0.0
